District_Name,Crop_Year,Season,Crop,Area,Yield
COIMBATORE,1998,Kharif,Jowar,88370,0.7295462260948286
COIMBATORE,1998,Kharif,Maize,18828,1.124017420862545
COIMBATORE,1998,Kharif,Moong(Green Gram),7116,0.547920179876335
COIMBATORE,1998,Kharif,Pulses total,43420,0.4677567941040995
COIMBATORE,1998,Kharif,Ragi,510,2.492156862745098
COIMBATORE,1998,Kharif,Rice,15034,3.4305574032193693
COIMBATORE,1998,Kharif,Sesamum,1106,0.38245931283905965
COIMBATORE,1998,Kharif,Small millets,4600,0.7391304347826086
COIMBATORE,1998,Kharif,Sunflower,191,1.031413612565445
COIMBATORE,1998,Kharif,Total foodgrain,167323,0.09539632925539226
COIMBATORE,1998,Kharif,Urad,10191,0.4889608478068884
COIMBATORE,1998,Rabi,Gram,4164,0.9560518731988472
COIMBATORE,1998,Rabi,Wheat,20,0.05
COIMBATORE,1998,Whole Year,Banana,6189,39.336080142187754
COIMBATORE,1998,Whole Year,Black pepper,130,0.2
COIMBATORE,1998,Whole Year,Cardamom,833,0.08163265306122448
COIMBATORE,1998,Whole Year,Castor seed,174,0.3448275862068966
COIMBATORE,1998,Whole Year,Coriander,822,0.18248175182481752
COIMBATORE,1998,Whole Year,Dry chillies,1980,0.6070707070707071
COIMBATORE,1998,Whole Year,Onion,3093,12.476883284836727
COIMBATORE,1998,Whole Year,Sannhamp,1,1.0
COIMBATORE,1998,Whole Year,Sugarcane,13193,111.23019783218373
COIMBATORE,1998,Whole Year,Tapioca,1526,37.142201834862384
COIMBATORE,1998,Whole Year,Tobacco,461,1.490238611713666
COIMBATORE,1998,Whole Year,Turmeric,2652,8.378959276018099
COIMBATORE,1999,Kharif,Arhar/Tur,961,0.6607700312174818
COIMBATORE,1999,Kharif,Bajra,670,2.053731343283582
COIMBATORE,1999,Kharif,Castor seed,3771,0.3619729514717582
COIMBATORE,1999,Kharif,Cotton(lint),7627,1.6079716795594599
COIMBATORE,1999,Kharif,Groundnut,36123,1.525620795614982
COIMBATORE,1999,Kharif,Horse-gram,7884,0.3786149162861492
COIMBATORE,1999,Kharif,Jowar,87539,0.5023817955425581
COIMBATORE,1999,Kharif,Korra,2,0.5
COIMBATORE,1999,Kharif,Maize,19841,1.125346504712464
COIMBATORE,1999,Kharif,Moong(Green Gram),6400,0.485
COIMBATORE,1999,Kharif,Ragi,419,1.071599045346062
COIMBATORE,1999,Kharif,Rice,16875,3.58482962962963
COIMBATORE,1999,Kharif,Sesamum,1100,0.47363636363636363
COIMBATORE,1999,Kharif,Sunflower,978,1.0061349693251533
COIMBATORE,1999,Kharif,Urad,5178,0.5179606025492468
COIMBATORE,1999,Rabi,Gram,5030,0.7401590457256462
COIMBATORE,1999,Rabi,Samai,134,0.5447761194029851
COIMBATORE,1999,Rabi,Wheat,9,0.4444444444444444
COIMBATORE,1999,Whole Year,Banana,5619,32.69976864210714
COIMBATORE,1999,Whole Year,Cashewnut,36,0.3055555555555556
COIMBATORE,1999,Whole Year,Coriander,324,0.18209876543209877
COIMBATORE,1999,Whole Year,Dry chillies,1418,0.8709449929478138
COIMBATORE,1999,Whole Year,Guar seed,11939,9.914900745456068
COIMBATORE,1999,Whole Year,Onion,2813,13.220049768929968
COIMBATORE,1999,Whole Year,Sugarcane,11939,100.0952341067091
COIMBATORE,1999,Whole Year,Sweet potato,2,12.0
COIMBATORE,1999,Whole Year,Tapioca,834,35.485611510791365
COIMBATORE,1999,Whole Year,Tobacco,936,1.7307692307692308
COIMBATORE,1999,Whole Year,Turmeric,3023,6.399603043334436
COIMBATORE,2000,Kharif,Arhar/Tur,632,0.6613924050632911
COIMBATORE,2000,Kharif,Bajra,307,1.5602605863192183
COIMBATORE,2000,Kharif,Castor seed,242,0.36363636363636365
COIMBATORE,2000,Kharif,Cotton(lint),6674,1.6462391369493556
COIMBATORE,2000,Kharif,Groundnut,20169,1.3603054192076949
COIMBATORE,2000,Kharif,Horse-gram,4859,0.37229882691911914
COIMBATORE,2000,Kharif,Jowar,74450,0.4788448623237072
COIMBATORE,2000,Kharif,Maize,18075,1.1253665283540801
COIMBATORE,2000,Kharif,Moong(Green Gram),5292,0.45294784580498865
COIMBATORE,2000,Kharif,Other Cereals & Millets,10,0.6
COIMBATORE,2000,Kharif,Other Kharif pulses,12066,0.21398972318912646
COIMBATORE,2000,Kharif,Ragi,295,1.0338983050847457
COIMBATORE,2000,Kharif,Rice,12170,3.867378800328677
COIMBATORE,2000,Kharif,Sesamum,800,0.4775
COIMBATORE,2000,Kharif,Sunflower,145,1.0551724137931036
COIMBATORE,2000,Kharif,Urad,3716,0.5180301399354145
COIMBATORE,2000,Rabi,Gram,2297,0.740095777100566
COIMBATORE,2000,Rabi,Rapeseed &Mustard,6,0.16666666666666666
COIMBATORE,2000,Rabi,Wheat,8,0.5
COIMBATORE,2000,Whole Year,Banana,7050,32.69971631205674
COIMBATORE,2000,Whole Year,Cashewnut,43,0.3953488372093023
COIMBATORE,2000,Whole Year,Coriander,294,0.18027210884353742
COIMBATORE,2000,Whole Year,Dry chillies,1716,0.9632867132867133
COIMBATORE,2000,Whole Year,Onion,4450,13.22
COIMBATORE,2000,Whole Year,Sannhamp,5,0.8
COIMBATORE,2000,Whole Year,Sugarcane,11167,100.09528073788842
COIMBATORE,2000,Whole Year,Tapioca,1236,35.48543689320388
COIMBATORE,2000,Whole Year,Tobacco,601,1.7304492512479202
COIMBATORE,2000,Whole Year,Turmeric,4178,6.237912876974629
COIMBATORE,2001,Kharif,Arhar/Tur,563,0.6571936056838366
COIMBATORE,2001,Kharif,Bajra,236,1.9067796610169492
COIMBATORE,2001,Kharif,Cotton(lint),10220,1.433463796477495
COIMBATORE,2001,Kharif,Groundnut,19152,1.5194235588972431
COIMBATORE,2001,Kharif,Jowar,75752,0.39180483683599115
COIMBATORE,2001,Kharif,Moong(Green Gram),4420,0.2850678733031674
COIMBATORE,2001,Kharif,Ragi,233,1.8025751072961373
COIMBATORE,2001,Kharif,Rice,10548,3.5267349260523324
COIMBATORE,2001,Kharif,Sesamum,914,0.5032822757111597
COIMBATORE,2001,Kharif,Sunflower,45,1.3333333333333333
COIMBATORE,2001,Kharif,Urad,1839,0.3915171288743883
COIMBATORE,2001,Whole Year,Sugarcane,13438,111.38562286054473
COIMBATORE,2002,Kharif,Arhar/Tur,468,0.5448717948717948
COIMBATORE,2002,Kharif,Bajra,624,1.0961538461538463
COIMBATORE,2002,Kharif,Castor seed,168,0.36904761904761907
COIMBATORE,2002,Kharif,Cotton(lint),5103,0.5925925925925926
COIMBATORE,2002,Kharif,Groundnut,13131,0.9425024750590206
COIMBATORE,2002,Kharif,Horse-gram,5794,0.20210562651018293
COIMBATORE,2002,Kharif,Jowar,80595,0.28835535703207393
COIMBATORE,2002,Kharif,Korra,1,1.0
COIMBATORE,2002,Kharif,Maize,18242,1.1248766582611556
COIMBATORE,2002,Kharif,Moong(Green Gram),4238,0.16493629070316188
COIMBATORE,2002,Kharif,Other Kharif pulses,12702,0.21421823334907888
COIMBATORE,2002,Kharif,Ragi,198,1.3333333333333333
COIMBATORE,2002,Kharif,Rice,6577,3.3681009578835335
COIMBATORE,2002,Kharif,Samai,24,0.7083333333333334
COIMBATORE,2002,Kharif,Sesamum,525,0.33714285714285713
COIMBATORE,2002,Kharif,Sunflower,10,1.2
COIMBATORE,2002,Kharif,Urad,2083,0.39894383101296205
COIMBATORE,2002,Kharif,Varagu,1,1.0
COIMBATORE,2002,Rabi,Gram,4113,0.7405786530513008
COIMBATORE,2002,Rabi,Wheat,6,0.0
COIMBATORE,2002,Whole Year,Ash Gourd,67,0.0
COIMBATORE,2002,Whole Year,Banana,6499,32.7024157562702
COIMBATORE,2002,Whole Year,Beans & Mutter(Vegetable),2,0.0
COIMBATORE,2002,Whole Year,Beet Root,265,0.0
COIMBATORE,2002,Whole Year,Bhindi,392,12.798469387755102
COIMBATORE,2002,Whole Year,Bitter Gourd,182,0.0
COIMBATORE,2002,Whole Year,Bottle Gourd,12,0.0
COIMBATORE,2002,Whole Year,Brinjal,621,10.326892109500806
COIMBATORE,2002,Whole Year,Cashewnut,243,0.3004115226337449
COIMBATORE,2002,Whole Year,Cauliflower,59,0.0
COIMBATORE,2002,Whole Year,Citrus Fruit,56,1.1071428571428572
COIMBATORE,2002,Whole Year,Coconut,99250,6.347607052896725
COIMBATORE,2002,Whole Year,Coriander,680,0.475
COIMBATORE,2002,Whole Year,Cucumber,33,0.0
COIMBATORE,2002,Whole Year,Drum Stick,45,0.0
COIMBATORE,2002,Whole Year,Dry chillies,1265,0.51699604743083
COIMBATORE,2002,Whole Year,Garlic,2,5.5
COIMBATORE,2002,Whole Year,Grapes,368,18.429347826086957
COIMBATORE,2002,Whole Year,Jack Fruit,13,11.307692307692308
COIMBATORE,2002,Whole Year,Lab-Lab,119,0.0
COIMBATORE,2002,Whole Year,Mango,3848,7.501039501039501
COIMBATORE,2002,Whole Year,Onion,1970,13.323857868020305
COIMBATORE,2002,Whole Year,Orange,18,1.5555555555555556
COIMBATORE,2002,Whole Year,Other Citrus Fruit,162,0.0
COIMBATORE,2002,Whole Year,Other Fresh Fruits,325,0.0
COIMBATORE,2002,Whole Year,Other Vegetables,626,0.0
COIMBATORE,2002,Whole Year,Papaya,149,0.0
COIMBATORE,2002,Whole Year,Pome Fruit,172,5.232558139534884
COIMBATORE,2002,Whole Year,Pome Granet,51,0.0
COIMBATORE,2002,Whole Year,Redish,9,0.0
COIMBATORE,2002,Whole Year,Ribed Guard,78,0.0
COIMBATORE,2002,Whole Year,Snak Guard,85,0.0
COIMBATORE,2002,Whole Year,Sugarcane,9623,86.25792372441026
COIMBATORE,2002,Whole Year,Tapioca,518,30.06949806949807
COIMBATORE,2002,Whole Year,Tomato,4409,12.924926287139941
COIMBATORE,2002,Whole Year,Turmeric,1453,5.244322092222987
COIMBATORE,2002,Whole Year,Water Melon,32,0.0
COIMBATORE,2002,Whole Year,Yam,5,0.0
COIMBATORE,2003,Kharif,Arhar/Tur,342,0.6111111111111112
COIMBATORE,2003,Kharif,Bajra,500,1.15
COIMBATORE,2003,Kharif,Castor seed,205,0.37073170731707317
COIMBATORE,2003,Kharif,Cotton(lint),6881,1.2498183403575063
COIMBATORE,2003,Kharif,Groundnut,16629,0.8982500451019304
COIMBATORE,2003,Kharif,Horse-gram,5967,0.2865761689291101
COIMBATORE,2003,Kharif,Jowar,94373,0.3021203098343806
COIMBATORE,2003,Kharif,Korra,1,1.0
COIMBATORE,2003,Kharif,Maize,21839,1.1250515133476808
COIMBATORE,2003,Kharif,Moong(Green Gram),5730,0.3031413612565445
COIMBATORE,2003,Kharif,Other Kharif pulses,15696,0.21425840978593272
COIMBATORE,2003,Kharif,Ragi,174,1.3793103448275863
COIMBATORE,2003,Kharif,Rice,3654,2.9126984126984126
COIMBATORE,2003,Kharif,Sesamum,874,0.31922196796338675
COIMBATORE,2003,Kharif,Small millets,19,0.631578947368421
COIMBATORE,2003,Kharif,Sunflower,13,1.3076923076923077
COIMBATORE,2003,Kharif,Urad,1715,0.4087463556851312
COIMBATORE,2003,Rabi,Gram,4627,0.7406526907283337
COIMBATORE,2003,Whole Year,Ash Gourd,167,0.0
COIMBATORE,2003,Whole Year,Banana,4983,29.275536825205698
COIMBATORE,2003,Whole Year,Beans & Mutter(Vegetable),2,0.0
COIMBATORE,2003,Whole Year,Beet Root,290,0.0
COIMBATORE,2003,Whole Year,Bhindi,337,8.560830860534125
COIMBATORE,2003,Whole Year,Bitter Gourd,233,0.0
COIMBATORE,2003,Whole Year,Black pepper,127,0.1968503937007874
COIMBATORE,2003,Whole Year,Bottle Gourd,6,0.0
COIMBATORE,2003,Whole Year,Brinjal,553,11.179023508137432
COIMBATORE,2003,Whole Year,Cabbage,5,63.6
COIMBATORE,2003,Whole Year,Cardamom,813,0.07749077490774908
COIMBATORE,2003,Whole Year,Cashewnut,249,0.3453815261044177
COIMBATORE,2003,Whole Year,Cauliflower,55,0.0
COIMBATORE,2003,Whole Year,Citrus Fruit,59,1.0508474576271187
COIMBATORE,2003,Whole Year,Coconut,99381,6.944989484911603
COIMBATORE,2003,Whole Year,Coriander,1747,0.5214653692043503
COIMBATORE,2003,Whole Year,Cucumber,47,0.0
COIMBATORE,2003,Whole Year,Drum Stick,60,0.0
COIMBATORE,2003,Whole Year,Dry chillies,1410,0.5134751773049645
COIMBATORE,2003,Whole Year,Grapes,365,4.487671232876712
COIMBATORE,2003,Whole Year,Jack Fruit,14,9.642857142857142
COIMBATORE,2003,Whole Year,Lab-Lab,244,0.0
COIMBATORE,2003,Whole Year,Mango,3793,2.887160558924334
COIMBATORE,2003,Whole Year,Onion,1330,14.153383458646617
COIMBATORE,2003,Whole Year,Orange,12,2.0
COIMBATORE,2003,Whole Year,Other Citrus Fruit,213,0.0
COIMBATORE,2003,Whole Year,Other Fresh Fruits,382,0.0
COIMBATORE,2003,Whole Year,Other Vegetables,322,0.0
COIMBATORE,2003,Whole Year,Papaya,218,0.0
COIMBATORE,2003,Whole Year,Pome Fruit,156,7.0256410256410255
COIMBATORE,2003,Whole Year,Pome Granet,38,0.0
COIMBATORE,2003,Whole Year,Pump Kin,387,0.0
COIMBATORE,2003,Whole Year,Redish,18,0.0
COIMBATORE,2003,Whole Year,Ribed Guard,80,0.0
COIMBATORE,2003,Whole Year,Snak Guard,108,0.0
COIMBATORE,2003,Whole Year,Sugarcane,6299,87.06493094141928
COIMBATORE,2003,Whole Year,Sweet potato,1,14.0
COIMBATORE,2003,Whole Year,Tapioca,459,30.989106753812635
COIMBATORE,2003,Whole Year,Tomato,4386,11.90811673506612
COIMBATORE,2003,Whole Year,Turmeric,1786,4.448488241881299
COIMBATORE,2003,Whole Year,Water Melon,21,0.0
COIMBATORE,2003,Whole Year,Yam,5,0.0
COIMBATORE,2004,Kharif,Arhar/Tur,296,0.668918918918919
COIMBATORE,2004,Kharif,Bajra,460,1.8804347826086956
COIMBATORE,2004,Kharif,Castor seed,236,0.3686440677966102
COIMBATORE,2004,Kharif,Cotton(lint),11547,1.2824110158482722
COIMBATORE,2004,Kharif,Dry ginger,1,19.0
COIMBATORE,2004,Kharif,Groundnut,19147,1.2653157152556536
COIMBATORE,2004,Kharif,Horse-gram,5056,0.4877373417721519
COIMBATORE,2004,Kharif,Jowar,94888,0.34031700531152514
COIMBATORE,2004,Kharif,Maize,24692,1.1250202494735138
COIMBATORE,2004,Kharif,Moong(Green Gram),5435,0.38160073597056116
COIMBATORE,2004,Kharif,Other Kharif pulses,17642,0.2142047386917583
COIMBATORE,2004,Kharif,Ragi,167,1.562874251497006
COIMBATORE,2004,Kharif,Rice,7239,3.37809089653267
COIMBATORE,2004,Kharif,Sesamum,1125,0.34844444444444445
COIMBATORE,2004,Kharif,Small millets,13,1.3846153846153846
COIMBATORE,2004,Kharif,Sunflower,453,1.0640176600441502
COIMBATORE,2004,Kharif,Urad,2186,0.36688014638609334
COIMBATORE,2004,Rabi,Gram,4146,0.7407139411480945
COIMBATORE,2004,Whole Year,Arecanut,1574,1.1715374841168995
COIMBATORE,2004,Whole Year,Banana,6102,46.8159619796788
COIMBATORE,2004,Whole Year,Cardamom,813,0.07749077490774908
COIMBATORE,2004,Whole Year,Cashewnut,292,0.363013698630137
COIMBATORE,2004,Whole Year,Coconut,100160,9.22723642172524
COIMBATORE,2004,Whole Year,Coriander,1827,0.7274220032840722
COIMBATORE,2004,Whole Year,Dry chillies,1058,0.44328922495274103
COIMBATORE,2004,Whole Year,Onion,1878,11.26996805111821
COIMBATORE,2004,Whole Year,Sugarcane,5883,115.55294917559068
COIMBATORE,2004,Whole Year,Sweet potato,2,15.0
COIMBATORE,2004,Whole Year,Tapioca,579,41.26770293609672
COIMBATORE,2004,Whole Year,Turmeric,1822,5.316136114160264
COIMBATORE,2005,Kharif,Arhar/Tur,365,0.5397260273972603
COIMBATORE,2005,Kharif,Bajra,412,1.808252427184466
COIMBATORE,2005,Kharif,Castor seed,486,0.3662551440329218
COIMBATORE,2005,Kharif,Cotton(lint),6436,0.887197016780609
COIMBATORE,2005,Kharif,Groundnut,22515,1.3533644237175217
COIMBATORE,2005,Kharif,Horse-gram,4261,0.43111945552687164
COIMBATORE,2005,Kharif,Jowar,77490,0.3662795199380565
COIMBATORE,2005,Kharif,Moong(Green Gram),4456,0.3543536804308797
COIMBATORE,2005,Kharif,Other Kharif pulses,12666,0.24293383862308543
COIMBATORE,2005,Kharif,Ragi,69,1.681159420289855
COIMBATORE,2005,Kharif,Rice,7406,2.790305157980016
COIMBATORE,2005,Kharif,Sesamum,1478,0.4837618403247632
COIMBATORE,2005,Kharif,Small millets,41,0.6829268292682927
COIMBATORE,2005,Kharif,Sunflower,282,1.2411347517730495
COIMBATORE,2005,Kharif,Urad,1863,0.6988727858293076
COIMBATORE,2005,Rabi,Gram,4500,0.7411111111111112
COIMBATORE,2005,Whole Year,Arecanut,1556,2.872107969151671
COIMBATORE,2005,Whole Year,Banana,8056,49.104394240317774
COIMBATORE,2005,Whole Year,Black pepper,128,0.1953125
COIMBATORE,2005,Whole Year,Cardamom,869,0.07825086306098965
COIMBATORE,2005,Whole Year,Cashewnut,303,0.3795379537953795
COIMBATORE,2005,Whole Year,Coconut,101541,0.10546478762273367
COIMBATORE,2005,Whole Year,Coriander,2086,0.31112176414189835
COIMBATORE,2005,Whole Year,Dry chillies,1331,0.5679939894815927
COIMBATORE,2005,Whole Year,Onion,2366,11.622569737954354
COIMBATORE,2005,Whole Year,Sugarcane,8894,139.1630312570272
COIMBATORE,2005,Whole Year,Tapioca,848,38.21108490566038
COIMBATORE,2005,Whole Year,Tobacco,327,1.4954128440366972
COIMBATORE,2005,Whole Year,Turmeric,2339,7.638734501923899
COIMBATORE,2006,Kharif,Rice,6221,3.859347371805176
COIMBATORE,2006,Kharif,Small millets,6,1.0
COIMBATORE,2006,Whole Year,Arecanut,1602,2.3895131086142323
COIMBATORE,2006,Whole Year,Arhar/Tur,544,0.7316176470588235
COIMBATORE,2006,Whole Year,Bajra,458,1.8689956331877728
COIMBATORE,2006,Whole Year,Banana,9948,39.84650180940893
COIMBATORE,2006,Whole Year,Black pepper,129,0.1937984496124031
COIMBATORE,2006,Whole Year,Cardamom,869,0.07825086306098965
COIMBATORE,2006,Whole Year,Cashewnut,294,0.4557823129251701
