District_Name,Crop_Year,Season,Crop,Area,Yield,Rainfall
ariyalur,2011,Kharif,Cotton(lint),7661,4.722490536483488,60.86666666666667
ariyalur,2011,Kharif,Cotton(lint),7661,4.722490536483488,177.19999999999996
ariyalur,2011,Kharif,Cotton(lint),7661,4.722490536483488,48.06666666666666
ariyalur,2011,Kharif,Cotton(lint),7661,4.722490536483488,32.36666666666667
ariyalur,2011,Kharif,Cotton(lint),7661,4.722490536483488,451.5
ariyalur,2011,Kharif,Groundnut,9999,3.576957695769577,60.86666666666667
ariyalur,2011,Kharif,Groundnut,9999,3.576957695769577,177.19999999999996
ariyalur,2011,Kharif,Groundnut,9999,3.576957695769577,48.06666666666666
ariyalur,2011,Kharif,Groundnut,9999,3.576957695769577,32.36666666666667
ariyalur,2011,Kharif,Groundnut,9999,3.576957695769577,451.5
ariyalur,2011,Kharif,Jowar,1659,1.2742616033755274,60.86666666666667
ariyalur,2011,Kharif,Jowar,1659,1.2742616033755274,177.19999999999996
ariyalur,2011,Kharif,Jowar,1659,1.2742616033755274,48.06666666666666
ariyalur,2011,Kharif,Jowar,1659,1.2742616033755274,32.36666666666667
ariyalur,2011,Kharif,Jowar,1659,1.2742616033755274,451.5
ariyalur,2011,Kharif,Maize,11778,5.169043980302258,60.86666666666667
ariyalur,2011,Kharif,Maize,11778,5.169043980302258,177.19999999999996
ariyalur,2011,Kharif,Maize,11778,5.169043980302258,48.06666666666666
ariyalur,2011,Kharif,Maize,11778,5.169043980302258,32.36666666666667
ariyalur,2011,Kharif,Maize,11778,5.169043980302258,451.5
ariyalur,2011,Kharif,Ragi,14,2.642857142857143,60.86666666666667
ariyalur,2011,Kharif,Ragi,14,2.642857142857143,177.19999999999996
ariyalur,2011,Kharif,Ragi,14,2.642857142857143,48.06666666666666
ariyalur,2011,Kharif,Ragi,14,2.642857142857143,32.36666666666667
ariyalur,2011,Kharif,Ragi,14,2.642857142857143,451.5
ariyalur,2011,Kharif,Rice,24097,4.0360625804042,60.86666666666667
ariyalur,2011,Kharif,Rice,24097,4.0360625804042,177.19999999999996
ariyalur,2011,Kharif,Rice,24097,4.0360625804042,48.06666666666666
ariyalur,2011,Kharif,Rice,24097,4.0360625804042,32.36666666666667
ariyalur,2011,Kharif,Rice,24097,4.0360625804042,451.5
ariyalur,2011,Rabi,Bajra,6,3.0,60.86666666666667
ariyalur,2011,Rabi,Bajra,6,3.0,177.19999999999996
ariyalur,2011,Rabi,Bajra,6,3.0,48.06666666666666
ariyalur,2011,Rabi,Bajra,6,3.0,32.36666666666667
ariyalur,2011,Rabi,Bajra,6,3.0,451.5
ariyalur,2011,Rabi,Cotton(lint),150,2.7533333333333334,60.86666666666667
ariyalur,2011,Rabi,Cotton(lint),150,2.7533333333333334,177.19999999999996
ariyalur,2011,Rabi,Cotton(lint),150,2.7533333333333334,48.06666666666666
ariyalur,2011,Rabi,Cotton(lint),150,2.7533333333333334,32.36666666666667
ariyalur,2011,Rabi,Cotton(lint),150,2.7533333333333334,451.5
ariyalur,2011,Rabi,Groundnut,3028,5.975231175693527,60.86666666666667
ariyalur,2011,Rabi,Groundnut,3028,5.975231175693527,177.19999999999996
ariyalur,2011,Rabi,Groundnut,3028,5.975231175693527,48.06666666666666
ariyalur,2011,Rabi,Groundnut,3028,5.975231175693527,32.36666666666667
ariyalur,2011,Rabi,Groundnut,3028,5.975231175693527,451.5
ariyalur,2011,Rabi,Jowar,15,1.4666666666666666,60.86666666666667
ariyalur,2011,Rabi,Jowar,15,1.4666666666666666,177.19999999999996
ariyalur,2011,Rabi,Jowar,15,1.4666666666666666,48.06666666666666
ariyalur,2011,Rabi,Jowar,15,1.4666666666666666,32.36666666666667
ariyalur,2011,Rabi,Jowar,15,1.4666666666666666,451.5
ariyalur,2011,Rabi,Maize,357,6.649859943977591,60.86666666666667
ariyalur,2011,Rabi,Maize,357,6.649859943977591,177.19999999999996
ariyalur,2011,Rabi,Maize,357,6.649859943977591,48.06666666666666
ariyalur,2011,Rabi,Maize,357,6.649859943977591,32.36666666666667
ariyalur,2011,Rabi,Maize,357,6.649859943977591,451.5
ariyalur,2011,Rabi,Ragi,3,3.0,60.86666666666667
ariyalur,2011,Rabi,Ragi,3,3.0,177.19999999999996
ariyalur,2011,Rabi,Ragi,3,3.0,48.06666666666666
ariyalur,2011,Rabi,Ragi,3,3.0,32.36666666666667
ariyalur,2011,Rabi,Ragi,3,3.0,451.5
ariyalur,2011,Whole Year,Arhar/Tur,192,0.8697916666666666,60.86666666666667
ariyalur,2011,Whole Year,Arhar/Tur,192,0.8697916666666666,177.19999999999996
ariyalur,2011,Whole Year,Arhar/Tur,192,0.8697916666666666,48.06666666666666
ariyalur,2011,Whole Year,Arhar/Tur,192,0.8697916666666666,32.36666666666667
ariyalur,2011,Whole Year,Arhar/Tur,192,0.8697916666666666,451.5
ariyalur,2011,Whole Year,Banana,144,43.69444444444444,60.86666666666667
ariyalur,2011,Whole Year,Banana,144,43.69444444444444,177.19999999999996
ariyalur,2011,Whole Year,Banana,144,43.69444444444444,48.06666666666666
ariyalur,2011,Whole Year,Banana,144,43.69444444444444,32.36666666666667
ariyalur,2011,Whole Year,Banana,144,43.69444444444444,451.5
ariyalur,2011,Whole Year,Cashewnut,29930,0.2161042432342131,60.86666666666667
ariyalur,2011,Whole Year,Cashewnut,29930,0.2161042432342131,177.19999999999996
ariyalur,2011,Whole Year,Cashewnut,29930,0.2161042432342131,48.06666666666666
ariyalur,2011,Whole Year,Cashewnut,29930,0.2161042432342131,32.36666666666667
ariyalur,2011,Whole Year,Cashewnut,29930,0.2161042432342131,451.5
ariyalur,2011,Whole Year,Castor seed,38,0.2105263157894736,60.86666666666667
ariyalur,2011,Whole Year,Castor seed,38,0.2105263157894736,177.19999999999996
ariyalur,2011,Whole Year,Castor seed,38,0.2105263157894736,48.06666666666666
ariyalur,2011,Whole Year,Castor seed,38,0.2105263157894736,32.36666666666667
ariyalur,2011,Whole Year,Castor seed,38,0.2105263157894736,451.5
ariyalur,2011,Whole Year,Coconut,323,8049.53560371517,60.86666666666667
ariyalur,2011,Whole Year,Coconut,323,8049.53560371517,177.19999999999996
ariyalur,2011,Whole Year,Coconut,323,8049.53560371517,48.06666666666666
ariyalur,2011,Whole Year,Coconut,323,8049.53560371517,32.36666666666667
ariyalur,2011,Whole Year,Coconut,323,8049.53560371517,451.5
ariyalur,2011,Whole Year,Coriander,75,0.4666666666666667,60.86666666666667
ariyalur,2011,Whole Year,Coriander,75,0.4666666666666667,177.19999999999996
ariyalur,2011,Whole Year,Coriander,75,0.4666666666666667,48.06666666666666
ariyalur,2011,Whole Year,Coriander,75,0.4666666666666667,32.36666666666667
ariyalur,2011,Whole Year,Coriander,75,0.4666666666666667,451.5
ariyalur,2011,Whole Year,Dry chillies,735,0.6925170068027211,60.86666666666667
ariyalur,2011,Whole Year,Dry chillies,735,0.6925170068027211,177.19999999999996
ariyalur,2011,Whole Year,Dry chillies,735,0.6925170068027211,48.06666666666666
ariyalur,2011,Whole Year,Dry chillies,735,0.6925170068027211,32.36666666666667
ariyalur,2011,Whole Year,Dry chillies,735,0.6925170068027211,451.5
ariyalur,2011,Whole Year,Moong(Green Gram),6,0.6666666666666666,60.86666666666667
ariyalur,2011,Whole Year,Moong(Green Gram),6,0.6666666666666666,177.19999999999996
ariyalur,2011,Whole Year,Moong(Green Gram),6,0.6666666666666666,48.06666666666666
ariyalur,2011,Whole Year,Moong(Green Gram),6,0.6666666666666666,32.36666666666667
ariyalur,2011,Whole Year,Moong(Green Gram),6,0.6666666666666666,451.5
ariyalur,2011,Whole Year,Onion,26,12.653846153846152,60.86666666666667
ariyalur,2011,Whole Year,Onion,26,12.653846153846152,177.19999999999996
ariyalur,2011,Whole Year,Onion,26,12.653846153846152,48.06666666666666
ariyalur,2011,Whole Year,Onion,26,12.653846153846152,32.36666666666667
ariyalur,2011,Whole Year,Onion,26,12.653846153846152,451.5
ariyalur,2011,Whole Year,Small millets,259,2.722007722007722,60.86666666666667
ariyalur,2011,Whole Year,Small millets,259,2.722007722007722,177.19999999999996
ariyalur,2011,Whole Year,Small millets,259,2.722007722007722,48.06666666666666
ariyalur,2011,Whole Year,Small millets,259,2.722007722007722,32.36666666666667
ariyalur,2011,Whole Year,Small millets,259,2.722007722007722,451.5
ariyalur,2011,Whole Year,Sugarcane,7967,110.48813857160788,60.86666666666667
ariyalur,2011,Whole Year,Sugarcane,7967,110.48813857160788,177.19999999999996
ariyalur,2011,Whole Year,Sugarcane,7967,110.48813857160788,48.06666666666666
ariyalur,2011,Whole Year,Sugarcane,7967,110.48813857160788,32.36666666666667
ariyalur,2011,Whole Year,Sugarcane,7967,110.48813857160788,451.5
ariyalur,2011,Whole Year,Sunflower,228,1.8333333333333333,60.86666666666667
ariyalur,2011,Whole Year,Sunflower,228,1.8333333333333333,177.19999999999996
ariyalur,2011,Whole Year,Sunflower,228,1.8333333333333333,48.06666666666666
ariyalur,2011,Whole Year,Sunflower,228,1.8333333333333333,32.36666666666667
ariyalur,2011,Whole Year,Sunflower,228,1.8333333333333333,451.5
ariyalur,2011,Whole Year,Tapioca,273,37.663003663003664,60.86666666666667
ariyalur,2011,Whole Year,Tapioca,273,37.663003663003664,177.19999999999996
ariyalur,2011,Whole Year,Tapioca,273,37.663003663003664,48.06666666666666
ariyalur,2011,Whole Year,Tapioca,273,37.663003663003664,32.36666666666667
ariyalur,2011,Whole Year,Tapioca,273,37.663003663003664,451.5
ariyalur,2011,Whole Year,Turmeric,100,5.48,60.86666666666667
ariyalur,2011,Whole Year,Turmeric,100,5.48,177.19999999999996
ariyalur,2011,Whole Year,Turmeric,100,5.48,48.06666666666666
ariyalur,2011,Whole Year,Turmeric,100,5.48,32.36666666666667
ariyalur,2011,Whole Year,Turmeric,100,5.48,451.5
ariyalur,2011,Whole Year,Urad,1496,0.7774064171122995,60.86666666666667
ariyalur,2011,Whole Year,Urad,1496,0.7774064171122995,177.19999999999996
ariyalur,2011,Whole Year,Urad,1496,0.7774064171122995,48.06666666666666
ariyalur,2011,Whole Year,Urad,1496,0.7774064171122995,32.36666666666667
ariyalur,2011,Whole Year,Urad,1496,0.7774064171122995,451.5
ariyalur,2012,Kharif,Arhar/Tur,99,0.7878787878787878,60.86666666666667
ariyalur,2012,Kharif,Arhar/Tur,99,0.7878787878787878,177.19999999999996
ariyalur,2012,Kharif,Arhar/Tur,99,0.7878787878787878,48.06666666666666
ariyalur,2012,Kharif,Arhar/Tur,99,0.7878787878787878,32.36666666666667
ariyalur,2012,Kharif,Arhar/Tur,99,0.7878787878787878,451.5
ariyalur,2012,Kharif,Castor seed,65,0.2153846153846154,60.86666666666667
ariyalur,2012,Kharif,Castor seed,65,0.2153846153846154,177.19999999999996
ariyalur,2012,Kharif,Castor seed,65,0.2153846153846154,48.06666666666666
ariyalur,2012,Kharif,Castor seed,65,0.2153846153846154,32.36666666666667
ariyalur,2012,Kharif,Castor seed,65,0.2153846153846154,451.5
ariyalur,2012,Kharif,Cotton(lint),8634,1.81422283993514,60.86666666666667
ariyalur,2012,Kharif,Cotton(lint),8634,1.81422283993514,177.19999999999996
ariyalur,2012,Kharif,Cotton(lint),8634,1.81422283993514,48.06666666666666
ariyalur,2012,Kharif,Cotton(lint),8634,1.81422283993514,32.36666666666667
ariyalur,2012,Kharif,Cotton(lint),8634,1.81422283993514,451.5
ariyalur,2012,Kharif,Groundnut,9108,2.5267896354852875,60.86666666666667
ariyalur,2012,Kharif,Groundnut,9108,2.5267896354852875,177.19999999999996
ariyalur,2012,Kharif,Groundnut,9108,2.5267896354852875,48.06666666666666
ariyalur,2012,Kharif,Groundnut,9108,2.5267896354852875,32.36666666666667
ariyalur,2012,Kharif,Groundnut,9108,2.5267896354852875,451.5
ariyalur,2012,Kharif,Maize,14743,2.405819711049312,60.86666666666667
ariyalur,2012,Kharif,Maize,14743,2.405819711049312,177.19999999999996
ariyalur,2012,Kharif,Maize,14743,2.405819711049312,48.06666666666666
ariyalur,2012,Kharif,Maize,14743,2.405819711049312,32.36666666666667
ariyalur,2012,Kharif,Maize,14743,2.405819711049312,451.5
ariyalur,2012,Kharif,Moong(Green Gram),2,0.5,60.86666666666667
ariyalur,2012,Kharif,Moong(Green Gram),2,0.5,177.19999999999996
ariyalur,2012,Kharif,Moong(Green Gram),2,0.5,48.06666666666666
ariyalur,2012,Kharif,Moong(Green Gram),2,0.5,32.36666666666667
ariyalur,2012,Kharif,Moong(Green Gram),2,0.5,451.5
ariyalur,2012,Kharif,Ragi,8,1.875,60.86666666666667
ariyalur,2012,Kharif,Ragi,8,1.875,177.19999999999996
ariyalur,2012,Kharif,Ragi,8,1.875,48.06666666666666
ariyalur,2012,Kharif,Ragi,8,1.875,32.36666666666667
ariyalur,2012,Kharif,Ragi,8,1.875,451.5
ariyalur,2012,Kharif,Rice,17523,2.0768133310506194,60.86666666666667
ariyalur,2012,Kharif,Rice,17523,2.0768133310506194,177.19999999999996
ariyalur,2012,Kharif,Rice,17523,2.0768133310506194,48.06666666666666
ariyalur,2012,Kharif,Rice,17523,2.0768133310506194,32.36666666666667
ariyalur,2012,Kharif,Rice,17523,2.0768133310506194,451.5
ariyalur,2012,Kharif,Sunflower,754,1.2228116710875332,60.86666666666667
ariyalur,2012,Kharif,Sunflower,754,1.2228116710875332,177.19999999999996
ariyalur,2012,Kharif,Sunflower,754,1.2228116710875332,48.06666666666666
ariyalur,2012,Kharif,Sunflower,754,1.2228116710875332,32.36666666666667
ariyalur,2012,Kharif,Sunflower,754,1.2228116710875332,451.5
ariyalur,2012,Kharif,Urad,1703,0.5425719318849089,60.86666666666667
ariyalur,2012,Kharif,Urad,1703,0.5425719318849089,177.19999999999996
ariyalur,2012,Kharif,Urad,1703,0.5425719318849089,48.06666666666666
ariyalur,2012,Kharif,Urad,1703,0.5425719318849089,32.36666666666667
ariyalur,2012,Kharif,Urad,1703,0.5425719318849089,451.5
